bs,seq,nh,nkv,hd,t_measured_ms
8,8192,2,2,64,16.797121381387115
8,8192,2,2,128,19.29406705312431
8,8192,2,4,64,-1.0
8,8192,2,4,128,-1.0
8,8192,2,8,64,-1.0
8,8192,2,8,128,-1.0
8,8192,4,1,64,33.43298356048763
8,8192,4,1,128,41.65338887833059
8,8192,4,2,64,33.36350014433265
8,8192,4,2,128,41.72407533042133
8,8192,4,4,64,33.46728254109621
8,8192,4,4,128,41.87186434864998
8,8192,4,8,64,-1.0
8,8192,4,8,128,-1.0
8,8192,8,1,64,98.93963090144098
8,8192,8,1,128,167.0954453293234
8,8192,8,2,64,98.96225808188319
8,8192,8,2,128,167.15224157087505
8,8192,8,4,64,98.88543118722737
8,8192,8,4,128,167.14246850460768
8,8192,8,8,64,99.07408058643341
8,8192,8,8,128,167.11143148131669
8,8192,16,1,64,197.02273979783058
8,8192,16,1,128,327.186539536342
8,8192,16,2,64,197.0208922866732
8,8192,16,2,128,327.2920011077076
8,8192,16,4,64,197.0107734669
8,8192,16,4,128,327.2682579699904
8,8192,16,8,64,197.01185123994946
8,8192,16,8,128,327.25107157602906
8,8192,32,1,64,339.197593042627
8,8192,32,1,128,668.0998934898525
8,8192,32,2,64,339.0373170841485
8,8192,32,2,128,668.105510994792
8,8192,32,4,64,339.04201188124716
8,8192,32,4,128,668.0016305763274
8,8192,32,8,64,339.0507036820054
8,8192,32,8,128,667.924654437229
8,8192,64,1,64,696.653431514278
8,8192,64,1,128,1358.4229603875428
8,8192,64,2,64,696.8587401788682
