seq,dim,t_measured_ms
13736,6549,1.733193057589233
13736,6591,1.7420669319108129
13736,6957,1.8406430026516318
13736,7344,1.9379369914531708
13736,8192,2.157923998311162
14226,256,0.048012007027864456
14226,266,0.04703993909060955
14226,512,0.0695129856467247
14226,659,0.08185196202248335
14226,1024,0.1647239550948143
14226,1737,0.41926198173314333
14226,1805,0.43931195978075266
14226,2048,0.5168869392946362
14226,2343,0.6019140128046274
14226,2806,0.7382059702649713
14226,2996,0.7959520444273949
14226,3424,0.9254239266738296
14226,4013,1.09383394010365
14226,4096,1.1162179289385676
14226,4175,1.1435879860073328
14226,4491,1.2317090295255184
14226,5953,1.6444320790469646
14226,6137,1.6866540536284447
14226,6202,1.6996240010485053
14226,6549,1.7978691030293703
14226,6591,1.80599105078727
14226,6957,1.9040569895878434
14226,7344,2.0091929472982883
14226,8192,2.233405946753919
14260,256,0.047079985961318016
14260,266,0.04781095776706934
14260,512,0.06955303251743317
14260,659,0.08185103069990873
14260,1024,0.16459508333355188
14260,1737,0.42121601291000843
14260,1805,0.4415259463712573
14260,2048,0.518849934451282
14260,2343,0.6056990241631866
14260,2806,0.7381059695035219
14260,2996,0.7975440239533782
14260,3424,0.9267060086131096
14260,4013,1.0959669016301632
14260,4096,1.1180700967088342
14260,4175,1.1485450668260455
14260,4491,1.2339618988335133
14260,5953,1.645082957111299
14260,6137,1.6889279941096902
14260,6202,1.7026480054482818
14260,6549,1.798801007680595
14260,6591,1.8104990012943745
14260,6957,1.9098459742963314
14260,7344,2.0147610921412706
14260,8192,2.2396660642698407
15501,256,0.04781107418239117
15501,266,0.04962400998920202
15501,512,0.07058493793010712
15501,659,0.08690892718732357
15501,1024,0.18351199105381966
15501,1737,0.4660720005631447
15501,1805,0.4877150058746338
15501,2048,0.5636670393869281
15501,2343,0.6659890059381723
15501,2806,0.812546000815928
15501,2996,0.875839963555336
15501,3424,1.015598070807755
15501,4013,1.1934619396924973
15501,4096,1.216186094097793
15501,4175,1.2472319649532437
15501,4491,1.33863789960742
15501,5953,1.7928919987753034
15501,6137,1.8348039593547583
15501,6202,1.8544839695096016
15501,6549,1.951887970790267
15501,6591,1.9636759534478188
15501,6957,2.0739989122375846
15501,7344,2.185164950788021
15501,8192,2.4305180413648486
16384,256,0.050103990361094475
16384,266,0.051066046580672264
16384,512,0.07464108057320118
16384,659,0.09105505887418985
16384,1024,0.20969100296497345
16384,1737,0.4969380097463727
16384,1805,0.5272629205137491
16384,2048,0.6049280054867268
16384,2343,0.7103639654815197
16384,2806,0.8659049635753036
16384,2996,0.9285090491175652
16384,3424,1.0739839635789394
16384,4013,1.2624950613826513
16384,4096,1.2851080391556025
16384,4175,1.3172361068427563
16384,4491,1.4180749421939254
16384,5953,1.8911079969257116
16384,6137,1.9386180210858583
16384,6202,1.9573270110413432
16384,6549,2.0628729835152626
16384,6591,2.076523960568011
16384,6957,2.188930055126548
16384,7344,2.313826000317931
16384,8192,2.568232943303883
